"replication","method","alpha","tpr","fpr","fdr","selected_count","ssp","covered"
16,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
17,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
17,"mfscreen",0.1,1,0.00201612903225806,0.2,10,1,0
17,"mfscreen",0.15,1,0.00201612903225806,0.2,10,1,0
17,"mfscreen",0.2,1,0.00201612903225806,0.2,10,1,1
17,"mfscreen",0.25,1,0.0030241935483871,0.272727272727273,11,1,0
17,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
17,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
17,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
17,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
17,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
17,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
17,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
17,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
17,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
17,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
17,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
17,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
17,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
17,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
17,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
18,"mfscreen",0.05,1,0,0,8,1,1
18,"mfscreen",0.1,1,0,0,8,1,1
18,"mfscreen",0.15,1,0,0,8,1,1
18,"mfscreen",0.2,1,0,0,8,1,1
18,"mfscreen",0.25,1,0,0,8,1,1
18,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
18,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
18,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
18,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
18,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
18,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
18,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
18,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
18,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
18,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
18,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
18,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
18,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
18,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
18,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
19,"mfscreen",0.05,1,0,0,8,1,1
19,"mfscreen",0.1,1,0,0,8,1,1
19,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
19,"mfscreen",0.2,1,0.0030241935483871,0.272727272727273,11,1,0
19,"mfscreen",0.25,1,0.0030241935483871,0.272727272727273,11,1,0
19,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
19,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
19,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
19,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
19,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
19,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
19,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
19,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
19,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
19,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
19,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
19,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
19,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
19,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
19,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
20,"mfscreen",0.05,0.875,0,0,7,0,1
20,"mfscreen",0.1,0.875,0,0,7,0,1
20,"mfscreen",0.15,0.875,0,0,7,0,1
20,"mfscreen",0.2,0.875,0.00100806451612903,0.125,8,0,1
20,"mfscreen",0.25,0.875,0.00100806451612903,0.125,8,0,1
20,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
20,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
20,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
20,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
20,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
20,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
20,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
20,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
20,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
20,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
20,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
20,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
20,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
20,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
20,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
21,"mfscreen",0.05,1,0,0,8,1,1
21,"mfscreen",0.1,1,0,0,8,1,1
21,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
21,"mfscreen",0.2,1,0.00100806451612903,0.111111111111111,9,1,1
21,"mfscreen",0.25,1,0.00100806451612903,0.111111111111111,9,1,1
21,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
21,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
21,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
21,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
21,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
21,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
21,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
21,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
21,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
21,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
21,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
21,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
21,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
21,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
21,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
22,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
22,"mfscreen",0.1,1,0.00100806451612903,0.111111111111111,9,1,0
22,"mfscreen",0.15,1,0.00201612903225806,0.2,10,1,0
22,"mfscreen",0.2,1,0.00201612903225806,0.2,10,1,1
22,"mfscreen",0.25,1,0.00201612903225806,0.2,10,1,1
22,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
22,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
22,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
22,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
22,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
22,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
22,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
22,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
22,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
22,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
22,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
22,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
22,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
22,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
22,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
23,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
23,"mfscreen",0.1,1,0.00201612903225806,0.2,10,1,0
23,"mfscreen",0.15,1,0.00201612903225806,0.2,10,1,0
23,"mfscreen",0.2,1,0.0030241935483871,0.272727272727273,11,1,0
23,"mfscreen",0.25,1,0.0030241935483871,0.272727272727273,11,1,0
23,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
23,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
23,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
23,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
23,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
23,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
23,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
23,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
23,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
23,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
23,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
23,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
23,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
23,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
23,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
24,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
24,"mfscreen",0.1,1,0.00100806451612903,0.111111111111111,9,1,0
24,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
24,"mfscreen",0.2,1,0.00201612903225806,0.2,10,1,1
24,"mfscreen",0.25,1,0.00201612903225806,0.2,10,1,1
24,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
24,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
24,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
24,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
24,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
24,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
24,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
24,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
24,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
24,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
24,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
24,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
24,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
24,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
24,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
25,"mfscreen",0.05,1,0,0,8,1,1
25,"mfscreen",0.1,1,0.00201612903225806,0.2,10,1,0
25,"mfscreen",0.15,1,0.00201612903225806,0.2,10,1,0
25,"mfscreen",0.2,1,0.00201612903225806,0.2,10,1,1
25,"mfscreen",0.25,1,0.0030241935483871,0.272727272727273,11,1,0
25,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
25,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
25,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
25,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
25,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
25,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
25,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
25,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
25,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
25,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
25,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
25,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
25,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
25,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
25,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
26,"mfscreen",0.05,1,0,0,8,1,1
26,"mfscreen",0.1,1,0,0,8,1,1
26,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
26,"mfscreen",0.2,1,0.00100806451612903,0.111111111111111,9,1,1
26,"mfscreen",0.25,1,0.00100806451612903,0.111111111111111,9,1,1
26,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
26,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
26,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
26,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
26,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
26,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
26,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
26,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
26,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
26,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
26,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
26,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
26,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
26,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
26,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
27,"mfscreen",0.05,0.875,0,0,7,0,1
27,"mfscreen",0.1,0.875,0,0,7,0,1
27,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
27,"mfscreen",0.2,1,0.00100806451612903,0.111111111111111,9,1,1
27,"mfscreen",0.25,1,0.00100806451612903,0.111111111111111,9,1,1
27,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
27,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
27,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
27,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
27,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
27,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
27,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
27,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
27,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
27,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
27,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
27,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
27,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
27,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
27,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
28,"mfscreen",0.05,1,0,0,8,1,1
28,"mfscreen",0.1,1,0,0,8,1,1
28,"mfscreen",0.15,1,0,0,8,1,1
28,"mfscreen",0.2,1,0.0030241935483871,0.272727272727273,11,1,0
28,"mfscreen",0.25,1,0.0030241935483871,0.272727272727273,11,1,0
28,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
28,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
28,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
28,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
28,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
28,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
28,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
28,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
28,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
28,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
28,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
28,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
28,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
28,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
28,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
29,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
29,"mfscreen",0.1,1,0.00100806451612903,0.111111111111111,9,1,0
29,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
29,"mfscreen",0.2,1,0.00100806451612903,0.111111111111111,9,1,1
29,"mfscreen",0.25,1,0.00100806451612903,0.111111111111111,9,1,1
29,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
29,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
29,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
29,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
29,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
29,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
29,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
29,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
29,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
29,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
29,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
29,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
29,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
29,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
29,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
30,"mfscreen",0.05,1,0,0,8,1,1
30,"mfscreen",0.1,1,0.00100806451612903,0.111111111111111,9,1,0
30,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
30,"mfscreen",0.2,1,0.00201612903225806,0.2,10,1,1
30,"mfscreen",0.25,1,0.0030241935483871,0.272727272727273,11,1,0
30,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
30,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
30,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
30,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
30,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
30,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
30,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
30,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
30,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
30,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
30,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
30,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
30,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
30,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
30,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
31,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
31,"mfscreen",0.1,1,0.00100806451612903,0.111111111111111,9,1,0
31,"mfscreen",0.15,1,0.00201612903225806,0.2,10,1,0
31,"mfscreen",0.2,1,0.00403225806451613,0.333333333333333,12,1,0
31,"mfscreen",0.25,1,0.00403225806451613,0.333333333333333,12,1,0
31,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
31,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
31,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
31,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
31,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
31,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
31,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
31,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
31,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
31,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
31,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
31,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
31,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
31,"Logistic SIS",0.2,1,0.0423387096774194,0.84,50,1,0
31,"Logistic SIS",0.25,1,0.0423387096774194,0.84,50,1,0
32,"mfscreen",0.05,1,0.00100806451612903,0.111111111111111,9,1,0
32,"mfscreen",0.1,1,0.00100806451612903,0.111111111111111,9,1,0
32,"mfscreen",0.15,1,0.00100806451612903,0.111111111111111,9,1,1
32,"mfscreen",0.2,1,0.00100806451612903,0.111111111111111,9,1,1
32,"mfscreen",0.25,1,0.00201612903225806,0.2,10,1,1
32,"Pearson SIS",0.05,1,0.0423387096774194,0.84,50,1,0
32,"Pearson SIS",0.1,1,0.0423387096774194,0.84,50,1,0
32,"Pearson SIS",0.15,1,0.0423387096774194,0.84,50,1,0
32,"Pearson SIS",0.2,1,0.0423387096774194,0.84,50,1,0
32,"Pearson SIS",0.25,1,0.0423387096774194,0.84,50,1,0
32,"Spearman SIS",0.05,1,0.0423387096774194,0.84,50,1,0
32,"Spearman SIS",0.1,1,0.0423387096774194,0.84,50,1,0
32,"Spearman SIS",0.15,1,0.0423387096774194,0.84,50,1,0
32,"Spearman SIS",0.2,1,0.0423387096774194,0.84,50,1,0
32,"Spearman SIS",0.25,1,0.0423387096774194,0.84,50,1,0
32,"Logistic SIS",0.05,1,0.0423387096774194,0.84,50,1,0
32,"Logistic SIS",0.1,1,0.0423387096774194,0.84,50,1,0
32,"Logistic SIS",0.15,1,0.0423387096774194,0.84,50,1,0
